,area_ratio_representative,freq_ratio_representative,changed_ratio_representative,cluster
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b60334d2,0.0,0.8985125911315952,0.4271698960819733,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/54d82841,0.0,0.8483211919676622,0.3128992250053335,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e40b9e2f,0.0,0.8484761567795212,0.32413511440925946,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/82819916,0.0,0.7608316876198651,0.3311664406788979,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/5168d44c,0.0,0.6955877645821718,0.35276350488446595,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3428a4f5,-0.9464793540618509,0.541308099795512,0.8261530923100281,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/fafffa47,-0.8823529411764706,0.5707292359714154,0.8147878485211244,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/cbded52d,0.0,0.6167221887330159,0.3158263042577527,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d631b094,-0.998688839090584,0.8029034187716555,0.8388710373159148,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f8c80d96,0.0,0.6561326750743277,0.6499122600865819,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f25fbde4,0.062326227551980404,0.8051054061032185,0.6864893154243018,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a87f7484,-0.9902587667510914,0.5568396126769017,0.8194784339884071,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c59eb873,0.9922178988326849,0.5651052108565464,0.8260438678775703,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6e02f1e3,0.0,0.69975940990925,0.8278524752642938,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/73251a56,0.0,0.5298891735653194,0.32764098872845193,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6d58a25d,0.0,0.6297314225039369,0.3210586649952537,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/746b3537,-0.9997135370576915,0.5438125193824007,0.8404710292125629,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/9dfd6313,0.0,0.6198728715843939,0.439513297315977,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/28e73c20,0.0,0.5165047687785044,0.6699743203011241,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/49d1d64f,0.8950791560932613,0.5188684625804161,0.8163308947846482,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d06dbe63,0.0,0.89245163813725,0.44726218375577464,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/868de0fa,0.0,0.763103762449786,0.3302849734999276,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/cf98881b,-0.9922178988326849,0.5206232564866808,0.8026355179376543,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b190f7f5,0.9850322822788791,0.556529329840977,0.8107558990630355,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d13f3404,0.9922178988326849,0.7597640573361292,0.7685654379553927,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c3f564a4,0.0,0.5232767982604617,0.354085519584582,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ba97ae07,0.0,0.6107482631449914,0.31506746723665074,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f5b8619d,0.9922178988326849,0.8234304912540166,0.7879453457631187,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/0ca9ddb6,0.0,0.8452872222034462,0.32634847104341436,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/40853293,0.0,0.8082028694270633,0.3384668496115709,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4938f0c2,0.0,0.884463267977178,0.3205198095206488,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/623ea044,0.0,0.8943803499520343,0.36944583489717625,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/db3e9e38,0.0,0.869552956758506,0.3442482489322612,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/234bbc79,-0.46319074181618153,0.7840545920665905,0.428049036856584,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/0a938d79,0.0,0.8991442331199786,0.3493511116042584,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1f876c06,0.0,0.8486932729082257,0.33018247295818914,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/469497ad,0.9942757855730444,0.5416848619030303,0.8263233733827333,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/253bf280,0.0,0.8331098224830271,0.3302711790308185,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/74dd1130,0.0,0.5947856055214262,0.3527895973171674,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/8be77c9e,0.8823529411764706,0.6063504991003826,0.5035461787405097,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b7249182,0.0,0.9037228740411201,0.3464642356363566,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/08ed6ac7,0.0,0.5771597313529863,0.4295514780920071,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/88a10436,0.0,0.8637860159656525,0.3350032433236309,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ba26e723,0.0,0.5562112784930779,0.33868254651139573,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ec883f72,0.0,0.7400934805183474,0.3136196176319549,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3bd67248,0.0,0.8262316256512908,0.35080890300237066,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ac0a08a4,0.9959640985278025,0.7421008462010865,0.8092070241261607,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ded97339,0.0,0.8871897278037076,0.3170278149959761,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d364b489,0.0,0.8666894644110844,0.39811805976487546,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/85c4e7cd,0.0,0.6112598002288981,0.7982382808383535,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ce4f8723,-0.9343674255962512,0.5447405025174646,0.8232711602071213,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/941d9a10,0.0,0.5871765054743934,0.3274098800763169,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b548a754,0.0,0.6613718023604825,0.33680812403736293,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c1d99e64,0.0,0.6118253166061218,0.3811848181799745,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/7447852a,0.0,0.5359834844883663,0.3571299241468564,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/bda2d7a6,0.0,0.5952764899860676,0.8610184985228015,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/5c0a986e,0.0,0.820218141465652,0.317162810650913,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/7b7f7511,-0.8823529411764706,0.5626552172457965,0.5035461787405097,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/dbc1a6ce,0.0,0.831965534456665,0.3305500018679559,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b94a9452,-0.9534329630283246,0.6186263861035823,0.8467904824489733,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/794b24be,-0.995857873737964,0.7166051642307956,0.8179887764674072,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/cce03e0d,0.9990760574568684,0.6120709588897796,0.8311718156901244,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/23581191,0.0,0.731286711522467,0.6889286051880892,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3618c87e,0.0,0.6960885212478133,0.3198350306120776,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c9e6f938,0.8823529411764706,0.5790142338013945,0.5035461787405097,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/7468f01a,-0.9961156216674846,0.7738753262375628,0.8509133127932326,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/5c2c9af4,0.0,0.8941565385746209,0.42177576631156055,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e26a3af2,0.0,0.5428217252691327,0.3383861837109947,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/25ff71a9,0.0,0.7545200459663445,0.35352424875345123,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/0520fde7,-0.9351098291333513,0.5510184941785616,0.7591263482726256,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/46442a0e,0.9922178988326849,0.5714305392098047,0.7386351471780029,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/2bcee788,0.0,0.8244662134441457,0.8191969170311044,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/780d0b14,-0.9998939615208033,0.5683396908003071,0.8567153378987795,0
